Variable 1,Variable 2,Correlation (Total),Correlation (Churn=0),Correlation (Churn=1),Correlation (Total) (ABS),Correlation (Churn=0) (ABS),Correlation (Churn=1) (ABS)
loc_og_t2f_mou_8,loc_og_t2t_mou_7,0.0735,0.0698,0.0686,0.0735,0.0698,0.0686
loc_og_t2f_mou_8,loc_og_t2t_mou_8,0.0833,0.0784,0.0786,0.0833,0.0784,0.0786
loc_og_t2f_mou_8,loc_og_t2m_mou_6,0.1984,0.1986,0.0944,0.1984,0.1986,0.0944
loc_og_t2f_mou_8,loc_og_t2m_mou_7,0.2282,0.225,0.16,0.2282,0.225,0.16
loc_og_t2f_mou_8,loc_og_t2m_mou_8,0.2496,0.2421,0.2841,0.2496,0.2421,0.2841
loc_og_t2f_mou_8,loc_og_t2f_mou_6,0.7073,0.7171,0.3211,0.7073,0.7171,0.3211
loc_og_t2f_mou_8,loc_og_t2f_mou_7,0.7793,0.7858,0.4656,0.7793,0.7858,0.4656
loc_og_t2c_mou_6,arpu_6,0.0708,0.0689,0.0837,0.0708,0.0689,0.0837
loc_og_t2c_mou_6,arpu_7,0.0393,0.0382,0.0491,0.0393,0.0382,0.0491
loc_og_t2c_mou_6,arpu_8,0.0253,0.0257,0.0268,0.0253,0.0257,0.0268
loc_og_t2c_mou_6,onnet_mou_6,0.0565,0.0537,0.0744,0.0565,0.0537,0.0744
loc_og_t2c_mou_6,onnet_mou_7,0.0427,0.0405,0.0597,0.0427,0.0405,0.0597
loc_og_t2c_mou_6,onnet_mou_8,0.0306,0.0314,0.0253,0.0306,0.0314,0.0253
loc_og_t2c_mou_6,offnet_mou_6,0.0802,0.0795,0.0861,0.0802,0.0795,0.0861
loc_og_t2c_mou_6,offnet_mou_7,0.0485,0.0485,0.049,0.0485,0.0485,0.049
loc_og_t2c_mou_6,offnet_mou_8,0.0328,0.034,0.0252,0.0328,0.034,0.0252
loc_og_t2c_mou_6,roam_ic_mou_6,-0.0017,-0.0022,0.0004,0.0017,0.0022,0.0004
loc_og_t2c_mou_6,roam_ic_mou_7,0.0028,0.0029,0.0033,0.0028,0.0029,0.0033
loc_og_t2c_mou_6,roam_ic_mou_8,0.0039,0.002,0.0125,0.0039,0.002,0.0125
loc_og_t2c_mou_6,roam_og_mou_6,0.002,0.0018,0.0035,0.002,0.0018,0.0035
loc_og_t2c_mou_6,roam_og_mou_7,0.0056,0.0055,0.0071,0.0056,0.0055,0.0071
loc_og_t2c_mou_6,roam_og_mou_8,0.0025,0.0023,0.004,0.0025,0.0023,0.004
loc_og_t2c_mou_6,loc_og_t2t_mou_6,0.0309,0.0338,0.0051,0.0309,0.0338,0.0051
loc_og_t2c_mou_6,loc_og_t2t_mou_7,0.0239,0.0255,0.0058,0.0239,0.0255,0.0058
loc_og_t2c_mou_6,loc_og_t2t_mou_8,0.0222,0.0238,0.0022,0.0222,0.0238,0.0022
loc_og_t2c_mou_6,loc_og_t2m_mou_6,0.0295,0.0287,0.0414,0.0295,0.0287,0.0414
loc_og_t2c_mou_6,loc_og_t2m_mou_7,0.0217,0.0211,0.0337,0.0217,0.0211,0.0337
loc_og_t2c_mou_6,loc_og_t2m_mou_8,0.0109,0.0118,-0.0023,0.0109,0.0118,0.0023
loc_og_t2c_mou_6,loc_og_t2f_mou_6,0.0046,0.0054,-0.0061,0.0046,0.0054,0.0061
loc_og_t2c_mou_6,loc_og_t2f_mou_7,0.002,0.0025,-0.0053,0.002,0.0025,0.0053
loc_og_t2c_mou_6,loc_og_t2f_mou_8,-0.0001,-0.0002,-0.001,0.0001,0.0002,0.001
loc_og_t2c_mou_7,arpu_6,0.0275,0.0295,0.0219,0.0275,0.0295,0.0219
loc_og_t2c_mou_7,arpu_7,0.0582,0.0574,0.0758,0.0582,0.0574,0.0758
loc_og_t2c_mou_7,arpu_8,0.0371,0.0395,0.0438,0.0371,0.0395,0.0438
loc_og_t2c_mou_7,onnet_mou_6,0.0372,0.0372,0.0391,0.0372,0.0372,0.0391
loc_og_t2c_mou_7,onnet_mou_7,0.0588,0.0591,0.0659,0.0588,0.0591,0.0659
loc_og_t2c_mou_7,onnet_mou_8,0.0427,0.0479,0.0302,0.0427,0.0479,0.0302
loc_og_t2c_mou_7,offnet_mou_6,0.0401,0.0446,0.026,0.0401,0.0446,0.026
loc_og_t2c_mou_7,offnet_mou_7,0.0726,0.0729,0.0839,0.0726,0.0729,0.0839
loc_og_t2c_mou_7,offnet_mou_8,0.0475,0.0529,0.0416,0.0475,0.0529,0.0416
loc_og_t2c_mou_7,roam_ic_mou_6,0.0031,0.0039,0.001,0.0031,0.0039,0.001
loc_og_t2c_mou_7,roam_ic_mou_7,0.0029,0.0016,0.0056,0.0029,0.0016,0.0056
loc_og_t2c_mou_7,roam_ic_mou_8,0.0079,0.0066,0.0108,0.0079,0.0066,0.0108
loc_og_t2c_mou_7,roam_og_mou_6,0.0024,0.0048,-0.0048,0.0024,0.0048,0.0048
loc_og_t2c_mou_7,roam_og_mou_7,0.0047,0.0029,0.0092,0.0047,0.0029,0.0092
loc_og_t2c_mou_7,roam_og_mou_8,0.0084,0.0064,0.0135,0.0084,0.0064,0.0135
loc_og_t2c_mou_7,loc_og_t2t_mou_6,0.0073,0.0104,-0.0071,0.0073,0.0104,0.0071
loc_og_t2c_mou_7,loc_og_t2t_mou_7,0.0128,0.0154,0.0004,0.0128,0.0154,0.0004
loc_og_t2c_mou_7,loc_og_t2t_mou_8,0.0083,0.0104,-0.0043,0.0083,0.0104,0.0043
loc_og_t2c_mou_7,loc_og_t2m_mou_6,-0.0,0.0008,-0.0053,0.0,0.0008,0.0053
loc_og_t2c_mou_7,loc_og_t2m_mou_7,0.0104,0.0096,0.0233,0.0104,0.0096,0.0233
loc_og_t2c_mou_7,loc_og_t2m_mou_8,0.0028,0.0041,-0.0095,0.0028,0.0041,0.0095
loc_og_t2c_mou_7,loc_og_t2f_mou_6,-0.0027,-0.0029,-0.0029,0.0027,0.0029,0.0029
loc_og_t2c_mou_7,loc_og_t2f_mou_7,-0.0006,-0.001,0.0037,0.0006,0.001,0.0037
loc_og_t2c_mou_7,loc_og_t2f_mou_8,-0.0048,-0.0062,0.0056,0.0048,0.0062,0.0056
loc_og_t2c_mou_7,loc_og_t2c_mou_6,0.3513,0.3798,0.2747,0.3513,0.3798,0.2747
loc_og_t2c_mou_8,arpu_6,0.018,0.0187,0.0285,0.018,0.0187,0.0285
loc_og_t2c_mou_8,arpu_7,0.0451,0.0401,0.095,0.0451,0.0401,0.095
loc_og_t2c_mou_8,arpu_8,0.0755,0.0659,0.1664,0.0755,0.0659,0.1664
loc_og_t2c_mou_8,onnet_mou_6,0.031,0.032,0.0568,0.031,0.032,0.0568
loc_og_t2c_mou_8,onnet_mou_7,0.0575,0.0554,0.0968,0.0575,0.0554,0.0968
loc_og_t2c_mou_8,onnet_mou_8,0.0702,0.0652,0.1258,0.0702,0.0652,0.1258
loc_og_t2c_mou_8,offnet_mou_6,0.0313,0.0329,0.0381,0.0313,0.0329,0.0381
loc_og_t2c_mou_8,offnet_mou_7,0.0565,0.0539,0.088,0.0565,0.0539,0.088
loc_og_t2c_mou_8,offnet_mou_8,0.0832,0.0767,0.167,0.0832,0.0767,0.167
loc_og_t2c_mou_8,roam_ic_mou_6,0.0061,0.008,0.011,0.0061,0.008,0.011
loc_og_t2c_mou_8,roam_ic_mou_7,0.0032,0.0031,0.0269,0.0032,0.0031,0.0269
loc_og_t2c_mou_8,roam_ic_mou_8,0.0057,0.0044,0.0411,0.0057,0.0044,0.0411
loc_og_t2c_mou_8,roam_og_mou_6,0.0071,0.0109,-0.0018,0.0071,0.0109,0.0018
loc_og_t2c_mou_8,roam_og_mou_7,0.0028,0.005,0.0142,0.0028,0.005,0.0142
loc_og_t2c_mou_8,roam_og_mou_8,0.0084,0.008,0.043,0.0084,0.008,0.043
loc_og_t2c_mou_8,loc_og_t2t_mou_6,0.0124,0.0108,0.0145,0.0124,0.0108,0.0145
loc_og_t2c_mou_8,loc_og_t2t_mou_7,0.019,0.016,0.0407,0.019,0.016,0.0407
loc_og_t2c_mou_8,loc_og_t2t_mou_8,0.0248,0.0215,0.0438,0.0248,0.0215,0.0438
loc_og_t2c_mou_8,loc_og_t2m_mou_6,0.0018,-0.0015,0.0125,0.0018,0.0015,0.0125
loc_og_t2c_mou_8,loc_og_t2m_mou_7,0.0136,0.0085,0.0402,0.0136,0.0085,0.0402
loc_og_t2c_mou_8,loc_og_t2m_mou_8,0.0208,0.0153,0.0385,0.0208,0.0153,0.0385
loc_og_t2c_mou_8,loc_og_t2f_mou_6,-0.0071,-0.0093,-0.0047,0.0071,0.0093,0.0047
loc_og_t2c_mou_8,loc_og_t2f_mou_7,-0.0045,-0.0077,0.0186,0.0045,0.0077,0.0186
loc_og_t2c_mou_8,loc_og_t2f_mou_8,-0.0008,-0.0045,0.0257,0.0008,0.0045,0.0257
loc_og_t2c_mou_8,loc_og_t2c_mou_6,0.2843,0.2966,0.1758,0.2843,0.2966,0.1758
loc_og_t2c_mou_8,loc_og_t2c_mou_7,0.4771,0.5165,0.5078,0.4771,0.5165,0.5078
loc_og_mou_6,arpu_6,0.4267,0.4438,0.3272,0.4267,0.4438,0.3272
loc_og_mou_6,arpu_7,0.3249,0.3335,0.1869,0.3249,0.3335,0.1869
loc_og_mou_6,arpu_8,0.2848,0.2906,0.0695,0.2848,0.2906,0.0695
loc_og_mou_6,onnet_mou_6,0.3805,0.4018,0.2964,0.3805,0.4018,0.2964
loc_og_mou_6,onnet_mou_7,0.2819,0.2986,0.114,0.2819,0.2986,0.114
loc_og_mou_6,onnet_mou_8,0.2464,0.2532,0.0558,0.2464,0.2532,0.0558
loc_og_mou_6,offnet_mou_6,0.4445,0.4716,0.2756,0.4445,0.4716,0.2756
loc_og_mou_6,offnet_mou_7,0.3136,0.327,0.1573,0.3136,0.327,0.1573
loc_og_mou_6,offnet_mou_8,0.2745,0.2792,0.0805,0.2745,0.2792,0.0805
loc_og_mou_6,roam_ic_mou_6,-0.0184,-0.0148,-0.0276,0.0184,0.0148,0.0276
loc_og_mou_6,roam_ic_mou_7,0.0055,0.0155,-0.0186,0.0055,0.0155,0.0186
loc_og_mou_6,roam_ic_mou_8,0.0253,0.0384,-0.0169,0.0253,0.0384,0.0169
loc_og_mou_6,roam_og_mou_6,-0.0214,-0.0182,-0.0222,0.0214,0.0182,0.0222
loc_og_mou_6,roam_og_mou_7,0.0057,0.014,-0.0112,0.0057,0.014,0.0112
loc_og_mou_6,roam_og_mou_8,0.0172,0.0285,-0.019,0.0172,0.0285,0.019
loc_og_mou_6,loc_og_t2t_mou_6,0.7739,0.7731,0.789,0.7739,0.7731,0.789
loc_og_mou_6,loc_og_t2t_mou_7,0.6263,0.6346,0.4486,0.6263,0.6346,0.4486
loc_og_mou_6,loc_og_t2t_mou_8,0.5743,0.5882,0.2104,0.5743,0.5882,0.2104
loc_og_mou_6,loc_og_t2m_mou_6,0.8146,0.8181,0.7429,0.8146,0.8181,0.7429
loc_og_mou_6,loc_og_t2m_mou_7,0.653,0.6604,0.4843,0.653,0.6604,0.4843
loc_og_mou_6,loc_og_t2m_mou_8,0.5844,0.5966,0.2599,0.5844,0.5966,0.2599
loc_og_mou_6,loc_og_t2f_mou_6,0.2574,0.2558,0.2466,0.2574,0.2558,0.2466
loc_og_mou_6,loc_og_t2f_mou_7,0.2194,0.2195,0.1571,0.2194,0.2195,0.1571
loc_og_mou_6,loc_og_t2f_mou_8,0.2056,0.2068,0.0884,0.2056,0.2068,0.0884
loc_og_mou_6,loc_og_t2c_mou_6,0.0373,0.0386,0.0272,0.0373,0.0386,0.0272
loc_og_mou_6,loc_og_t2c_mou_7,0.0041,0.0065,-0.0088,0.0041,0.0065,0.0088
loc_og_mou_6,loc_og_t2c_mou_8,0.0083,0.0051,0.0165,0.0083,0.0051,0.0165
loc_og_mou_7,arpu_6,0.3585,0.3818,0.2045,0.3585,0.3818,0.2045
loc_og_mou_7,arpu_7,0.4151,0.4159,0.3952,0.4151,0.4159,0.3952
loc_og_mou_7,arpu_8,0.3427,0.3399,0.1848,0.3427,0.3399,0.1848
loc_og_mou_7,onnet_mou_6,0.3074,0.3384,0.1388,0.3074,0.3384,0.1388
loc_og_mou_7,onnet_mou_7,0.3858,0.4014,0.2462,0.3858,0.4014,0.2462
loc_og_mou_7,onnet_mou_8,0.3079,0.3106,0.1287,0.3079,0.3106,0.1287
loc_og_mou_7,offnet_mou_6,0.3589,0.3856,0.1964,0.3589,0.3856,0.1964
loc_og_mou_7,offnet_mou_7,0.4139,0.4212,0.3564,0.4139,0.4212,0.3564
loc_og_mou_7,offnet_mou_8,0.333,0.3319,0.1795,0.333,0.3319,0.1795
loc_og_mou_7,roam_ic_mou_6,0.0203,0.0306,-0.0133,0.0203,0.0306,0.0133
loc_og_mou_7,roam_ic_mou_7,-0.0145,-0.0072,-0.0325,0.0145,0.0072,0.0325
loc_og_mou_7,roam_ic_mou_8,0.0182,0.0308,-0.02,0.0182,0.0308,0.02
loc_og_mou_7,roam_og_mou_6,0.0241,0.0353,-0.0106,0.0241,0.0353,0.0106
loc_og_mou_7,roam_og_mou_7,-0.0106,-0.0007,-0.0357,0.0106,0.0007,0.0357
loc_og_mou_7,roam_og_mou_8,0.017,0.0288,-0.015,0.017,0.0288,0.015
loc_og_mou_7,loc_og_t2t_mou_6,0.6383,0.6563,0.3621,0.6383,0.6563,0.3621
loc_og_mou_7,loc_og_t2t_mou_7,0.7839,0.7852,0.7381,0.7839,0.7852,0.7381
loc_og_mou_7,loc_og_t2t_mou_8,0.6563,0.6626,0.36,0.6563,0.6626,0.36
loc_og_mou_7,loc_og_t2m_mou_6,0.6514,0.6552,0.5387,0.6514,0.6552,0.5387
loc_og_mou_7,loc_og_t2m_mou_7,0.7909,0.7866,0.8477,0.7909,0.7866,0.8477
loc_og_mou_7,loc_og_t2m_mou_8,0.6605,0.6633,0.4367,0.6605,0.6633,0.4367
loc_og_mou_7,loc_og_t2f_mou_6,0.2328,0.2301,0.2072,0.2328,0.2301,0.2072
loc_og_mou_7,loc_og_t2f_mou_7,0.262,0.2561,0.3152,0.262,0.2561,0.3152
loc_og_mou_7,loc_og_t2f_mou_8,0.2312,0.2276,0.1686,0.2312,0.2276,0.1686
loc_og_mou_7,loc_og_t2c_mou_6,0.0284,0.0292,0.0246,0.0284,0.0292,0.0246
loc_og_mou_7,loc_og_t2c_mou_7,0.0142,0.0155,0.0147,0.0142,0.0155,0.0147
loc_og_mou_7,loc_og_t2c_mou_8,0.02,0.015,0.0486,0.02,0.015,0.0486
loc_og_mou_7,loc_og_mou_6,0.8125,0.8241,0.5841,0.8125,0.8241,0.5841
loc_og_mou_8,arpu_6,0.318,0.3459,0.1016,0.318,0.3459,0.1016
loc_og_mou_8,arpu_7,0.3475,0.3555,0.187,0.3475,0.3555,0.187
loc_og_mou_8,arpu_8,0.4114,0.4053,0.2949,0.4114,0.4053,0.2949
loc_og_mou_8,onnet_mou_6,0.2665,0.3006,0.0517,0.2665,0.3006,0.0517
loc_og_mou_8,onnet_mou_7,0.31,0.3283,0.1091,0.31,0.3283,0.1091
loc_og_mou_8,onnet_mou_8,0.3856,0.3845,0.3039,0.3856,0.3845,0.3039
loc_og_mou_8,offnet_mou_6,0.3171,0.3498,0.0663,0.3171,0.3498,0.0663
loc_og_mou_8,offnet_mou_7,0.3356,0.3504,0.1426,0.3356,0.3504,0.1426
loc_og_mou_8,offnet_mou_8,0.4129,0.4079,0.354,0.4129,0.4079,0.354
loc_og_mou_8,roam_ic_mou_6,0.0317,0.0436,0.0015,0.0317,0.0436,0.0015
loc_og_mou_8,roam_ic_mou_7,-0.0015,0.01,-0.037,0.0015,0.01,0.037
loc_og_mou_8,roam_ic_mou_8,-0.0063,0.0043,-0.0546,0.0063,0.0043,0.0546
loc_og_mou_8,roam_og_mou_6,0.0331,0.0461,-0.0021,0.0331,0.0461,0.0021
loc_og_mou_8,roam_og_mou_7,0.0013,0.0143,-0.0405,0.0013,0.0143,0.0405
loc_og_mou_8,roam_og_mou_8,-0.0068,0.004,-0.0497,0.0068,0.004,0.0497
loc_og_mou_8,loc_og_t2t_mou_6,0.5736,0.5943,0.2073,0.5736,0.5943,0.2073
loc_og_mou_8,loc_og_t2t_mou_7,0.653,0.6577,0.4072,0.653,0.6577,0.4072
loc_og_mou_8,loc_og_t2t_mou_8,0.7863,0.7851,0.8111,0.7863,0.7851,0.8111
loc_og_mou_8,loc_og_t2m_mou_6,0.5912,0.6029,0.2387,0.5912,0.6029,0.2387
loc_og_mou_8,loc_og_t2m_mou_7,0.66,0.6658,0.375,0.66,0.6658,0.375
loc_og_mou_8,loc_og_t2m_mou_8,0.7934,0.7901,0.7876,0.7934,0.7901,0.7876
loc_og_mou_8,loc_og_t2f_mou_6,0.2175,0.2154,0.1403,0.2175,0.2154,0.1403
loc_og_mou_8,loc_og_t2f_mou_7,0.2277,0.224,0.1626,0.2277,0.224,0.1626
loc_og_mou_8,loc_og_t2f_mou_8,0.2602,0.2535,0.2624,0.2602,0.2535,0.2624
loc_og_mou_8,loc_og_t2c_mou_6,0.0206,0.0223,-0.0015,0.0206,0.0223,0.0015
loc_og_mou_8,loc_og_t2c_mou_7,0.0065,0.0087,-0.0103,0.0065,0.0087,0.0103
loc_og_mou_8,loc_og_t2c_mou_8,0.0279,0.0227,0.0434,0.0279,0.0227,0.0434
loc_og_mou_8,loc_og_mou_6,0.7344,0.7529,0.2936,0.7344,0.7529,0.2936
loc_og_mou_8,loc_og_mou_7,0.8341,0.8424,0.4897,0.8341,0.8424,0.4897
std_og_t2t_mou_6,arpu_6,0.3639,0.3583,0.3951,0.3639,0.3583,0.3951
std_og_t2t_mou_6,arpu_7,0.2533,0.2613,0.2621,0.2533,0.2613,0.2621
std_og_t2t_mou_6,arpu_8,0.177,0.2055,0.1115,0.177,0.2055,0.1115
std_og_t2t_mou_6,onnet_mou_6,0.8559,0.8408,0.9254,0.8559,0.8408,0.9254
std_og_t2t_mou_6,onnet_mou_7,0.6177,0.6204,0.6435,0.6177,0.6204,0.6435
std_og_t2t_mou_6,onnet_mou_8,0.4889,0.5291,0.3449,0.4889,0.5291,0.3449
std_og_t2t_mou_6,offnet_mou_6,0.1413,0.1475,0.104,0.1413,0.1475,0.104
std_og_t2t_mou_6,offnet_mou_7,0.1019,0.1145,0.0494,0.1019,0.1145,0.0494
std_og_t2t_mou_6,offnet_mou_8,0.0724,0.0889,0.0152,0.0724,0.0889,0.0152
std_og_t2t_mou_6,roam_ic_mou_6,-0.0066,-0.0024,-0.0326,0.0066,0.0024,0.0326
std_og_t2t_mou_6,roam_ic_mou_7,0.02,0.0261,-0.0088,0.02,0.0261,0.0088
std_og_t2t_mou_6,roam_ic_mou_8,0.0284,0.0274,0.0183,0.0284,0.0274,0.0183
std_og_t2t_mou_6,roam_og_mou_6,0.0224,0.029,-0.0177,0.0224,0.029,0.0177
std_og_t2t_mou_6,roam_og_mou_7,0.065,0.0707,0.0262,0.065,0.0707,0.0262
std_og_t2t_mou_6,roam_og_mou_8,0.0602,0.0615,0.0398,0.0602,0.0615,0.0398
std_og_t2t_mou_6,loc_og_t2t_mou_6,0.0007,-0.0004,0.0304,0.0007,0.0004,0.0304
std_og_t2t_mou_6,loc_og_t2t_mou_7,-0.0067,-0.0057,0.0298,0.0067,0.0057,0.0298
std_og_t2t_mou_6,loc_og_t2t_mou_8,-0.0097,-0.005,-0.0041,0.0097,0.005,0.0041
std_og_t2t_mou_6,loc_og_t2m_mou_6,-0.0066,-0.0054,0.0274,0.0066,0.0054,0.0274
std_og_t2t_mou_6,loc_og_t2m_mou_7,-0.0159,-0.0114,0.0105,0.0159,0.0114,0.0105
std_og_t2t_mou_6,loc_og_t2m_mou_8,-0.0315,-0.0244,-0.0213,0.0315,0.0244,0.0213
std_og_t2t_mou_6,loc_og_t2f_mou_6,-0.033,-0.0316,-0.0212,0.033,0.0316,0.0212
std_og_t2t_mou_6,loc_og_t2f_mou_7,-0.0354,-0.0332,-0.0275,0.0354,0.0332,0.0275
std_og_t2t_mou_6,loc_og_t2f_mou_8,-0.039,-0.037,-0.0187,0.039,0.037,0.0187
std_og_t2t_mou_6,loc_og_t2c_mou_6,0.0491,0.044,0.0796,0.0491,0.044,0.0796
std_og_t2t_mou_6,loc_og_t2c_mou_7,0.0396,0.0378,0.0466,0.0396,0.0378,0.0466
std_og_t2t_mou_6,loc_og_t2c_mou_8,0.0284,0.0302,0.0579,0.0284,0.0302,0.0579
std_og_t2t_mou_6,loc_og_mou_6,-0.0062,-0.0059,0.0335,0.0062,0.0059,0.0335
std_og_t2t_mou_6,loc_og_mou_7,-0.0163,-0.0127,0.0187,0.0163,0.0127,0.0187
std_og_t2t_mou_6,loc_og_mou_8,-0.0276,-0.0203,-0.0207,0.0276,0.0203,0.0207
std_og_t2t_mou_7,arpu_6,0.2492,0.2501,0.2417,0.2492,0.2501,0.2417
std_og_t2t_mou_7,arpu_7,0.3531,0.3446,0.4423,0.3531,0.3446,0.4423
std_og_t2t_mou_7,arpu_8,0.2602,0.2697,0.2544,0.2602,0.2697,0.2544
std_og_t2t_mou_7,onnet_mou_6,0.6126,0.6124,0.6188,0.6126,0.6124,0.6188
std_og_t2t_mou_7,onnet_mou_7,0.8627,0.8501,0.957,0.8627,0.8501,0.957
std_og_t2t_mou_7,onnet_mou_8,0.674,0.6934,0.5963,0.674,0.6934,0.5963
std_og_t2t_mou_7,offnet_mou_6,0.1019,0.1102,0.0506,0.1019,0.1102,0.0506
std_og_t2t_mou_7,offnet_mou_7,0.1464,0.148,0.1393,0.1464,0.148,0.1393
std_og_t2t_mou_7,offnet_mou_8,0.11,0.1164,0.0785,0.11,0.1164,0.0785
std_og_t2t_mou_7,roam_ic_mou_6,0.0275,0.0404,-0.025,0.0275,0.0404,0.025
std_og_t2t_mou_7,roam_ic_mou_7,-0.0039,0.0011,-0.0241,0.0039,0.0011,0.0241
std_og_t2t_mou_7,roam_ic_mou_8,0.0181,0.0178,0.018,0.0181,0.0178,0.018
std_og_t2t_mou_7,roam_og_mou_6,0.0749,0.0936,-0.0091,0.0749,0.0936,0.0091
std_og_t2t_mou_7,roam_og_mou_7,0.0314,0.0386,-0.0012,0.0314,0.0386,0.0012
std_og_t2t_mou_7,roam_og_mou_8,0.063,0.0627,0.0657,0.063,0.0627,0.0657
std_og_t2t_mou_7,loc_og_t2t_mou_6,-0.0148,-0.0178,0.015,0.0148,0.0178,0.015
std_og_t2t_mou_7,loc_og_t2t_mou_7,0.0028,-0.0009,0.0692,0.0028,0.0009,0.0692
std_og_t2t_mou_7,loc_og_t2t_mou_8,-0.0013,-0.0019,0.0286,0.0013,0.0019,0.0286
std_og_t2t_mou_7,loc_og_t2m_mou_6,-0.0346,-0.0376,0.0009,0.0346,0.0376,0.0009
std_og_t2t_mou_7,loc_og_t2m_mou_7,-0.0021,-0.0066,0.0652,0.0021,0.0066,0.0652
std_og_t2t_mou_7,loc_og_t2m_mou_8,-0.0197,-0.0204,0.0118,0.0197,0.0204,0.0118
std_og_t2t_mou_7,loc_og_t2f_mou_6,-0.0397,-0.0413,-0.0216,0.0397,0.0413,0.0216
std_og_t2t_mou_7,loc_og_t2f_mou_7,-0.032,-0.0339,-0.0047,0.032,0.0339,0.0047
std_og_t2t_mou_7,loc_og_t2f_mou_8,-0.0356,-0.0383,0.0114,0.0356,0.0383,0.0114
std_og_t2t_mou_7,loc_og_t2c_mou_6,0.036,0.0323,0.0614,0.036,0.0323,0.0614
std_og_t2t_mou_7,loc_og_t2c_mou_7,0.0615,0.0606,0.0705,0.0615,0.0606,0.0705
std_og_t2t_mou_7,loc_og_t2c_mou_8,0.0562,0.0552,0.0922,0.0562,0.0552,0.0922
std_og_t2t_mou_7,loc_og_mou_6,-0.0334,-0.0371,0.0079,0.0334,0.0371,0.0079
std_og_t2t_mou_7,loc_og_mou_7,-0.0019,-0.0068,0.0773,0.0019,0.0068,0.0773
std_og_t2t_mou_7,loc_og_mou_8,-0.0155,-0.0161,0.0155,0.0155,0.0161,0.0155
std_og_t2t_mou_7,std_og_t2t_mou_6,0.7146,0.7273,0.669,0.7146,0.7273,0.669
std_og_t2t_mou_8,arpu_6,0.1871,0.1968,0.1303,0.1871,0.1968,0.1303
std_og_t2t_mou_8,arpu_7,0.2746,0.2732,0.2717,0.2746,0.2732,0.2717
std_og_t2t_mou_8,arpu_8,0.3459,0.3384,0.4014,0.3459,0.3384,0.4014
std_og_t2t_mou_8,onnet_mou_6,0.4848,0.5142,0.3492,0.4848,0.5142,0.3492
std_og_t2t_mou_8,onnet_mou_7,0.6714,0.6817,0.621,0.6714,0.6817,0.621
std_og_t2t_mou_8,onnet_mou_8,0.8635,0.8609,0.9049,0.8635,0.8609,0.9049
std_og_t2t_mou_8,offnet_mou_6,0.0772,0.086,0.0191,0.0772,0.086,0.0191
std_og_t2t_mou_8,offnet_mou_7,0.12,0.122,0.0827,0.12,0.122,0.0827
std_og_t2t_mou_8,offnet_mou_8,0.1447,0.1392,0.1583,0.1447,0.1392,0.1583
std_og_t2t_mou_8,roam_ic_mou_6,0.0342,0.0454,-0.0095,0.0342,0.0454,0.0095
std_og_t2t_mou_8,roam_ic_mou_7,0.0125,0.0228,-0.0154,0.0125,0.0228,0.0154
std_og_t2t_mou_8,roam_ic_mou_8,-0.004,-0.0016,0.0024,0.004,0.0016,0.0024
std_og_t2t_mou_8,roam_og_mou_6,0.0856,0.1047,-0.004,0.0856,0.1047,0.004
std_og_t2t_mou_8,roam_og_mou_7,0.0587,0.0759,-0.0083,0.0587,0.0759,0.0083
std_og_t2t_mou_8,roam_og_mou_8,0.0297,0.0341,0.0419,0.0297,0.0341,0.0419
std_og_t2t_mou_8,loc_og_t2t_mou_6,-0.0217,-0.0259,0.0051,0.0217,0.0259,0.0051
std_og_t2t_mou_8,loc_og_t2t_mou_7,-0.0055,-0.0106,0.041,0.0055,0.0106,0.041
std_og_t2t_mou_8,loc_og_t2t_mou_8,0.0058,-0.0003,0.0718,0.0058,0.0003,0.0718
std_og_t2t_mou_8,loc_og_t2m_mou_6,-0.0433,-0.0498,-0.0044,0.0433,0.0498,0.0044
std_og_t2t_mou_8,loc_og_t2m_mou_7,-0.0189,-0.0275,0.0309,0.0189,0.0275,0.0309
std_og_t2t_mou_8,loc_og_t2m_mou_8,-0.0012,-0.0115,0.0941,0.0012,0.0115,0.0941
std_og_t2t_mou_8,loc_og_t2f_mou_6,-0.0417,-0.0462,-0.0119,0.0417,0.0462,0.0119
std_og_t2t_mou_8,loc_og_t2f_mou_7,-0.0365,-0.0414,-0.0073,0.0365,0.0414,0.0073
std_og_t2t_mou_8,loc_og_t2f_mou_8,-0.0297,-0.0375,0.0806,0.0297,0.0375,0.0806
std_og_t2t_mou_8,loc_og_t2c_mou_6,0.023,0.023,0.0271,0.023,0.023,0.0271
std_og_t2t_mou_8,loc_og_t2c_mou_7,0.0448,0.0494,0.0364,0.0448,0.0494,0.0364
std_og_t2t_mou_8,loc_og_t2c_mou_8,0.0679,0.0629,0.1323,0.0679,0.0629,0.1323
std_og_t2t_mou_8,loc_og_mou_6,-0.0429,-0.0497,-0.0006,0.0429,0.0497,0.0006
std_og_t2t_mou_8,loc_og_mou_7,-0.0176,-0.0262,0.0404,0.0176,0.0262,0.0404
std_og_t2t_mou_8,loc_og_mou_8,0.0006,-0.0095,0.0948,0.0006,0.0095,0.0948
std_og_t2t_mou_8,std_og_t2t_mou_6,0.5663,0.6123,0.3792,0.5663,0.6123,0.3792
std_og_t2t_mou_8,std_og_t2t_mou_7,0.778,0.8021,0.6521,0.778,0.8021,0.6521
std_og_t2m_mou_6,arpu_6,0.3862,0.3821,0.4096,0.3862,0.3821,0.4096
